event_id,candidate_id,job_id,event_type,event_date,rating
14077,3491,230,screen,2025-04-08,3.0
14078,2963,51,screen,2025-04-08,5.0
14079,3062,484,screen,2025-04-08,
14080,4600,127,application,2025-04-08,5.0
14081,629,105,application,2025-04-08,5.0
14082,366,154,reject,2025-04-08,4.0
14083,1163,4,application,2025-04-08,3.0
14084,3247,155,application,2025-04-08,
14085,3668,380,screen,2025-04-08,4.0
14086,3504,1,application,2025-04-08,
14087,3199,397,screen,2025-04-08,
14088,4312,107,screen,2025-04-08,
14089,1027,79,application,2025-04-08,
14090,3214,81,screen,2025-04-08,
14091,875,314,application,2025-04-08,
14092,4571,204,application,2025-04-08,4.0
14093,1879,92,application,2025-04-08,1.0
14094,1317,119,screen,2025-04-08,
14095,1082,304,reject,2025-04-08,
14096,2456,456,application,2025-04-08,1.0
14097,4124,186,interview,2025-04-08,
14098,2752,485,application,2025-04-08,
14099,1440,111,hire,2025-04-08,4.0
14100,1199,239,application,2025-04-08,
14101,1493,65,application,2025-04-08,
14102,4564,181,hire,2025-04-08,
14103,110,102,screen,2025-04-08,5.0
14104,2405,151,reject,2025-04-08,4.0
14105,3215,180,application,2025-04-08,
14106,4333,303,interview,2025-04-08,4.0
14107,1729,76,application,2025-04-08,2.0
14108,3569,409,application,2025-04-08,3.0
14109,3359,22,screen,2025-04-08,
14110,2985,254,application,2025-04-08,
14111,4150,481,application,2025-04-08,
14112,3998,334,application,2025-04-08,
14113,4898,250,application,2025-04-09,1.0
14114,1502,127,interview,2025-04-09,5.0
14115,3165,248,application,2025-04-09,
14116,1637,260,interview,2025-04-09,2.0
14117,1407,244,application,2025-04-09,
14118,4131,180,interview,2025-04-09,
14119,88,19,offer,2025-04-09,3.0
14120,1207,469,application,2025-04-09,5.0
14121,2516,308,interview,2025-04-09,2.0
14122,1823,473,application,2025-04-09,5.0
14123,3871,411,application,2025-04-09,5.0
14124,1302,159,interview,2025-04-09,
14125,4542,216,application,2025-04-09,3.0
14126,2941,21,screen,2025-04-09,3.0
14127,1541,205,application,2025-04-09,2.0
14128,3118,67,screen,2025-04-09,4.0
14129,1714,463,hire,2025-04-09,4.0
14130,4367,181,screen,2025-04-09,5.0
14131,2684,16,offer,2025-04-09,2.0
14132,1265,220,offer,2025-04-09,2.0
14133,685,256,screen,2025-04-09,3.0
14134,2096,216,screen,2025-04-09,5.0
14135,396,419,screen,2025-04-09,
14136,4351,450,application,2025-04-09,
14137,2397,445,offer,2025-04-09,
14138,1632,235,application,2025-04-09,4.0
14139,4446,329,application,2025-04-09,2.0
14140,3358,326,application,2025-04-09,
14141,4441,344,application,2025-04-09,
14142,3413,411,reject,2025-04-09,
14143,3095,440,hire,2025-04-09,5.0
14144,3443,169,screen,2025-04-09,3.0
14145,4417,137,screen,2025-04-09,3.0
14146,2656,203,application,2025-04-09,3.0
14147,2098,278,application,2025-04-09,2.0
14148,3614,360,application,2025-04-09,1.0
14149,3331,469,hire,2025-04-09,3.0
14150,1139,255,offer,2025-04-09,
14151,2883,75,offer,2025-04-09,
14152,3090,500,screen,2025-04-09,4.0
14153,738,253,interview,2025-04-09,2.0
14154,3840,437,application,2025-04-09,3.0
14155,4751,100,application,2025-04-09,
14156,3604,434,application,2025-04-09,
14157,2106,175,application,2025-04-09,2.0
14158,45,207,interview,2025-04-09,4.0
14159,3443,10,application,2025-04-09,5.0
14160,2625,304,offer,2025-04-09,4.0
14161,1297,455,interview,2025-04-09,3.0
14162,3229,423,application,2025-04-09,3.0
14163,4332,367,screen,2025-04-09,
14164,1293,99,application,2025-04-09,
14165,305,226,offer,2025-04-09,3.0
14166,4744,487,hire,2025-04-09,3.0
14167,1024,300,interview,2025-04-09,5.0
14168,1514,384,application,2025-04-09,5.0
14169,271,313,application,2025-04-09,
14170,1735,456,interview,2025-04-09,
14171,2407,47,screen,2025-04-09,
14172,2314,364,hire,2025-04-09,1.0
14173,229,279,interview,2025-04-09,3.0
14174,3652,355,screen,2025-04-09,
14175,94,52,application,2025-04-09,
14176,1842,400,application,2025-04-09,2.0
14177,2608,21,interview,2025-04-09,4.0
14178,2789,14,screen,2025-04-09,
14179,3371,429,screen,2025-04-09,4.0
14180,4297,204,application,2025-04-09,
14181,4265,40,screen,2025-04-09,
14182,2323,309,screen,2025-04-09,
14183,3696,401,application,2025-04-09,5.0
14184,2121,67,screen,2025-04-09,3.0
14185,2624,155,offer,2025-04-09,4.0
14186,3950,174,reject,2025-04-09,5.0
14187,1899,397,hire,2025-04-09,
14188,2203,122,interview,2025-04-09,3.0
14189,3948,5,screen,2025-04-09,3.0
14190,699,333,application,2025-04-09,5.0
14191,916,161,hire,2025-04-09,4.0
14192,1520,213,hire,2025-04-09,2.0
14193,214,421,offer,2025-04-09,
14194,1118,481,offer,2025-04-09,4.0
14195,4808,13,application,2025-04-09,
14196,2441,22,reject,2025-04-09,5.0
14197,3724,155,interview,2025-04-09,2.0
14198,1199,152,offer,2025-04-09,4.0
14199,584,289,reject,2025-04-09,
14200,4937,319,interview,2025-04-09,3.0
14201,3601,307,hire,2025-04-09,2.0
14202,278,373,hire,2025-04-09,3.0
14203,587,27,screen,2025-04-09,
14204,1646,198,application,2025-04-09,
14205,464,257,application,2025-04-09,4.0
14206,1981,83,application,2025-04-09,
14207,2890,169,interview,2025-04-09,
14208,1179,384,interview,2025-04-09,1.0
14209,2485,467,offer,2025-04-09,
14210,1621,53,hire,2025-04-09,2.0
14211,2062,13,application,2025-04-09,
14212,2415,381,screen,2025-04-09,4.0
14213,4940,202,offer,2025-04-09,2.0
14214,1543,129,screen,2025-04-09,
14215,3756,218,application,2025-04-09,4.0
14216,128,273,application,2025-04-09,1.0
14217,3099,396,application,2025-04-09,4.0
14218,4867,130,reject,2025-04-09,
14219,4408,369,screen,2025-04-09,3.0
14220,2797,264,application,2025-04-09,3.0
14221,4142,88,application,2025-04-09,2.0
14222,878,88,offer,2025-04-09,
14223,1249,224,screen,2025-04-09,
14224,2224,120,reject,2025-04-09,
14225,4017,284,offer,2025-04-09,
14226,4435,317,screen,2025-04-09,1.0
14227,2716,107,interview,2025-04-09,
14228,3151,239,application,2025-04-09,2.0
14229,324,460,application,2025-04-09,3.0
14230,2516,319,interview,2025-04-09,4.0
14231,4558,239,interview,2025-04-09,
14232,1391,10,interview,2025-04-09,3.0
14233,1633,154,application,2025-04-09,3.0
14234,4778,164,application,2025-04-09,
14235,2904,34,application,2025-04-09,5.0
14236,4978,415,application,2025-04-09,3.0
14237,4944,82,application,2025-04-09,2.0
14238,3527,250,screen,2025-04-09,
14239,4996,197,offer,2025-04-09,5.0
14240,3263,163,application,2025-04-09,
14241,37,332,application,2025-04-09,2.0
14242,924,20,application,2025-04-09,3.0
14243,2349,427,application,2025-04-09,1.0
14244,4021,60,screen,2025-04-09,
14245,2295,274,offer,2025-04-09,
14246,3536,289,application,2025-04-09,4.0
14247,1812,433,offer,2025-04-09,
14248,1509,442,screen,2025-04-09,3.0
14249,308,258,interview,2025-04-09,5.0
14250,3405,53,hire,2025-04-09,4.0
14251,988,118,screen,2025-04-09,3.0
14252,887,396,hire,2025-04-09,2.0
14253,4327,171,screen,2025-04-09,3.0
14254,3030,445,hire,2025-04-09,
14255,1265,404,interview,2025-04-09,5.0
14256,4835,365,application,2025-04-09,3.0
14257,746,307,screen,2025-04-10,
14258,4520,89,hire,2025-04-10,1.0
14259,1731,1,application,2025-04-10,5.0
14260,2512,424,screen,2025-04-10,3.0
14261,2499,436,offer,2025-04-10,2.0
14262,494,353,application,2025-04-10,
14263,1789,418,application,2025-04-10,4.0
14264,4008,110,hire,2025-04-10,
14265,4127,85,interview,2025-04-10,1.0
14266,724,106,screen,2025-04-10,
14267,2571,500,application,2025-04-10,3.0
14268,4085,238,reject,2025-04-10,
14269,3362,129,offer,2025-04-10,1.0
14270,281,253,offer,2025-04-10,3.0
14271,2293,480,screen,2025-04-10,2.0
14272,1232,451,application,2025-04-10,
14273,3533,230,application,2025-04-10,
14274,4305,18,hire,2025-04-10,
14275,2838,291,hire,2025-04-10,3.0
14276,1481,231,application,2025-04-10,4.0
14277,2715,463,interview,2025-04-10,
14278,488,481,reject,2025-04-10,1.0
14279,2180,92,application,2025-04-10,
14280,2477,31,application,2025-04-10,1.0
14281,132,7,application,2025-04-10,1.0
14282,3481,321,application,2025-04-10,4.0
14283,1863,283,screen,2025-04-10,1.0
14284,756,80,application,2025-04-10,
14285,4460,13,application,2025-04-10,
14286,1311,206,reject,2025-04-10,
14287,1016,462,application,2025-04-10,4.0
14288,2884,446,interview,2025-04-10,
14289,1976,455,application,2025-04-10,3.0
14290,1465,151,application,2025-04-10,
14291,3071,400,application,2025-04-10,
14292,3821,473,screen,2025-04-10,1.0
14293,697,397,offer,2025-04-10,
14294,66,429,screen,2025-04-10,5.0
14295,294,5,screen,2025-04-10,
14296,2274,334,interview,2025-04-10,
14297,171,121,application,2025-04-10,
14298,3606,176,offer,2025-04-10,
14299,3203,324,application,2025-04-10,1.0
14300,1947,373,application,2025-04-10,2.0
14301,4693,103,interview,2025-04-10,4.0
14302,2913,309,screen,2025-04-10,
14303,1763,460,offer,2025-04-10,5.0
14304,959,402,application,2025-04-10,4.0
14305,4540,174,offer,2025-04-10,
14306,2187,42,screen,2025-04-10,2.0
14307,4899,388,application,2025-04-10,3.0
14308,2388,147,offer,2025-04-10,
14309,456,121,application,2025-04-10,
14310,2399,264,screen,2025-04-10,4.0
14311,4753,392,application,2025-04-10,
14312,2185,241,application,2025-04-10,4.0
14313,3913,165,hire,2025-04-10,
14314,4959,95,hire,2025-04-10,4.0
14315,3248,188,offer,2025-04-10,3.0
14316,3987,357,application,2025-04-10,
14317,2890,143,screen,2025-04-10,3.0
14318,4068,392,application,2025-04-10,2.0
14319,4032,442,application,2025-04-10,3.0
14320,1988,259,screen,2025-04-10,1.0
14321,4562,349,offer,2025-04-10,3.0
14322,4596,260,interview,2025-04-10,
14323,555,396,interview,2025-04-10,5.0
14324,4361,260,application,2025-04-10,3.0
14325,3270,30,application,2025-04-10,
14326,1315,168,hire,2025-04-10,
14327,3017,417,offer,2025-04-10,4.0
14328,2450,410,hire,2025-04-10,4.0
14329,1245,327,application,2025-04-10,2.0
14330,1953,319,application,2025-04-10,
14331,2842,370,interview,2025-04-10,
14332,1143,236,application,2025-04-10,
14333,694,255,application,2025-04-10,4.0
14334,3485,432,interview,2025-04-10,1.0
14335,2125,184,interview,2025-04-10,5.0
14336,4530,200,application,2025-04-10,3.0
14337,791,417,interview,2025-04-10,
14338,212,407,offer,2025-04-10,
14339,2940,484,screen,2025-04-10,
14340,3220,289,reject,2025-04-10,
14341,2741,31,screen,2025-04-10,
14342,624,456,application,2025-04-10,
14343,2317,127,screen,2025-04-10,2.0
14344,2185,277,offer,2025-04-10,1.0
14345,2722,298,interview,2025-04-10,
14346,287,229,application,2025-04-10,2.0
14347,2285,241,screen,2025-04-10,4.0
14348,2098,15,interview,2025-04-10,3.0
14349,3086,20,screen,2025-04-10,1.0
14350,1189,251,application,2025-04-10,3.0
14351,3879,257,interview,2025-04-10,3.0
14352,2931,422,offer,2025-04-10,
14353,3484,339,hire,2025-04-10,2.0
14354,326,367,screen,2025-04-10,3.0
14355,1288,345,screen,2025-04-10,3.0
14356,3392,451,application,2025-04-10,1.0
14357,2082,348,screen,2025-04-10,
14358,4805,28,hire,2025-04-10,4.0
14359,4416,29,hire,2025-04-10,3.0
14360,1800,349,application,2025-04-10,2.0
14361,1722,83,hire,2025-04-10,5.0
14362,527,233,interview,2025-04-10,3.0
14363,4715,74,offer,2025-04-10,
14364,1875,130,offer,2025-04-10,
14365,4923,27,interview,2025-04-10,3.0
14366,3202,447,application,2025-04-10,
14367,1188,299,screen,2025-04-10,
14368,175,247,interview,2025-04-10,4.0
14369,2140,320,application,2025-04-10,
14370,110,292,interview,2025-04-10,3.0
14371,1047,128,reject,2025-04-10,4.0
14372,2358,310,application,2025-04-10,
14373,1569,312,interview,2025-04-10,
14374,3399,151,application,2025-04-10,1.0
14375,3234,357,application,2025-04-10,
14376,2230,111,hire,2025-04-10,
14377,828,268,reject,2025-04-10,4.0
14378,4686,347,screen,2025-04-10,4.0
14379,1976,164,offer,2025-04-10,5.0
14380,1515,244,interview,2025-04-10,3.0
14381,8,398,screen,2025-04-10,
14382,4964,237,application,2025-04-10,3.0
14383,4076,323,reject,2025-04-10,
14384,2816,149,application,2025-04-10,
14385,3256,103,interview,2025-04-10,2.0
14386,2117,399,interview,2025-04-10,3.0
14387,1540,216,screen,2025-04-10,4.0
14388,4470,213,application,2025-04-10,
14389,4965,71,offer,2025-04-10,
14390,1649,24,application,2025-04-10,3.0
14391,3772,390,screen,2025-04-10,
14392,1133,463,hire,2025-04-10,2.0
14393,4049,433,application,2025-04-10,
14394,4807,482,application,2025-04-10,3.0
14395,2172,404,screen,2025-04-10,2.0
14396,878,342,application,2025-04-10,5.0
14397,8,472,reject,2025-04-10,3.0
14398,3315,386,offer,2025-04-10,3.0
14399,735,59,screen,2025-04-10,
14400,1727,460,screen,2025-04-10,2.0
14401,3346,313,application,2025-04-11,
14402,3650,256,application,2025-04-11,4.0
14403,2198,6,interview,2025-04-11,
14404,995,171,application,2025-04-11,2.0
14405,971,229,application,2025-04-11,
14406,4599,183,application,2025-04-11,3.0
14407,4847,30,application,2025-04-11,
14408,312,139,screen,2025-04-11,4.0
14409,2317,84,application,2025-04-11,
14410,3288,401,screen,2025-04-11,3.0
14411,61,60,hire,2025-04-11,3.0
14412,167,228,application,2025-04-11,
14413,1469,398,application,2025-04-11,1.0
14414,3035,340,application,2025-04-11,3.0
14415,2374,108,application,2025-04-11,5.0
14416,4339,332,interview,2025-04-11,
14417,1941,389,screen,2025-04-11,4.0
14418,2707,443,interview,2025-04-11,
14419,4364,330,application,2025-04-11,4.0
14420,4759,38,application,2025-04-11,
14421,1321,222,application,2025-04-11,2.0
14422,871,162,application,2025-04-11,
14423,3167,492,screen,2025-04-11,3.0
14424,758,95,application,2025-04-11,4.0
14425,3871,295,interview,2025-04-11,2.0
14426,1303,330,reject,2025-04-11,2.0
14427,2309,35,application,2025-04-11,2.0
14428,2290,395,screen,2025-04-11,
14429,2001,441,screen,2025-04-11,5.0
14430,2490,295,screen,2025-04-11,
14431,1197,274,screen,2025-04-11,
14432,1455,156,application,2025-04-11,
14433,1515,86,interview,2025-04-11,
14434,4500,185,offer,2025-04-11,
14435,4876,455,offer,2025-04-11,3.0
14436,3317,196,application,2025-04-11,2.0
14437,1586,458,screen,2025-04-11,
14438,3963,117,screen,2025-04-11,4.0
14439,3874,141,screen,2025-04-11,1.0
14440,993,441,screen,2025-04-11,
14441,2829,169,application,2025-04-11,
14442,2539,356,reject,2025-04-11,
14443,2862,253,offer,2025-04-11,4.0
14444,3369,436,reject,2025-04-11,4.0
14445,1123,130,application,2025-04-11,
14446,2331,115,screen,2025-04-11,2.0
14447,4084,345,offer,2025-04-11,
14448,585,225,screen,2025-04-11,
14449,4986,233,application,2025-04-11,
14450,225,37,reject,2025-04-11,2.0
14451,4303,33,reject,2025-04-11,4.0
14452,4955,398,interview,2025-04-11,2.0
14453,1690,21,interview,2025-04-11,
14454,1725,327,screen,2025-04-11,4.0
14455,1092,373,application,2025-04-11,
14456,4416,382,offer,2025-04-11,2.0
14457,681,495,interview,2025-04-11,5.0
14458,1456,35,screen,2025-04-11,4.0
14459,845,176,interview,2025-04-11,
14460,848,163,interview,2025-04-11,
14461,748,463,offer,2025-04-11,
14462,980,127,hire,2025-04-11,
14463,1287,248,application,2025-04-11,3.0
14464,4584,225,application,2025-04-11,3.0
14465,4176,259,screen,2025-04-11,5.0
14466,2440,468,offer,2025-04-11,
14467,810,49,screen,2025-04-11,2.0
14468,3152,349,hire,2025-04-11,4.0
14469,3995,278,application,2025-04-11,
14470,2323,8,application,2025-04-11,
14471,3959,196,application,2025-04-11,
14472,3189,217,application,2025-04-11,
14473,1239,79,offer,2025-04-11,
14474,3246,58,application,2025-04-11,4.0
14475,4613,100,interview,2025-04-11,3.0
14476,2911,111,application,2025-04-11,
14477,4362,499,application,2025-04-11,
14478,3347,46,screen,2025-04-11,
14479,74,218,application,2025-04-11,
14480,2133,314,offer,2025-04-11,3.0
14481,1913,130,application,2025-04-11,4.0
14482,3626,397,application,2025-04-11,4.0
14483,1414,255,screen,2025-04-11,
14484,3162,436,application,2025-04-11,
14485,4044,290,application,2025-04-11,3.0
14486,795,117,offer,2025-04-11,3.0
14487,2199,304,application,2025-04-11,3.0
14488,3764,93,hire,2025-04-11,4.0
14489,550,253,screen,2025-04-11,
14490,4754,315,interview,2025-04-11,3.0
14491,3098,278,screen,2025-04-11,2.0
14492,1557,365,offer,2025-04-11,
14493,330,299,offer,2025-04-11,
14494,3540,127,application,2025-04-11,4.0
14495,1394,393,screen,2025-04-11,3.0
14496,4193,227,reject,2025-04-11,4.0
14497,3253,438,screen,2025-04-11,
14498,4604,483,reject,2025-04-11,
14499,4279,331,application,2025-04-11,
14500,4227,332,screen,2025-04-11,1.0
14501,660,74,offer,2025-04-11,5.0
14502,3832,178,hire,2025-04-11,
14503,4202,56,application,2025-04-11,
14504,4661,413,hire,2025-04-11,3.0
14505,4535,245,application,2025-04-11,3.0
14506,3342,51,application,2025-04-11,
14507,4575,441,application,2025-04-11,
14508,186,387,application,2025-04-11,
14509,2759,306,hire,2025-04-11,5.0
14510,4234,347,application,2025-04-11,3.0
14511,1103,108,application,2025-04-11,4.0
14512,4054,134,application,2025-04-11,
14513,2813,246,screen,2025-04-11,3.0
14514,241,141,application,2025-04-11,
14515,1291,163,application,2025-04-11,3.0
14516,1824,410,interview,2025-04-11,
14517,201,255,application,2025-04-11,5.0
14518,3212,319,application,2025-04-11,4.0
14519,3809,223,application,2025-04-11,
14520,3956,257,interview,2025-04-11,
14521,2455,70,offer,2025-04-11,
14522,1841,3,application,2025-04-11,
14523,1846,177,interview,2025-04-11,5.0
14524,3829,205,offer,2025-04-11,
14525,800,234,interview,2025-04-11,4.0
14526,3256,379,offer,2025-04-11,3.0
14527,4697,131,offer,2025-04-11,4.0
14528,3724,57,application,2025-04-11,
14529,3668,217,interview,2025-04-11,4.0
14530,1108,492,offer,2025-04-11,5.0
14531,3031,461,screen,2025-04-11,3.0
14532,1600,131,application,2025-04-11,4.0
14533,2412,393,application,2025-04-11,5.0
14534,2416,485,hire,2025-04-11,2.0
14535,1851,209,application,2025-04-11,
14536,1437,160,screen,2025-04-11,
14537,3190,266,application,2025-04-11,3.0
14538,3432,367,reject,2025-04-11,4.0
14539,2972,444,application,2025-04-11,
14540,945,453,screen,2025-04-11,
14541,1028,296,application,2025-04-11,4.0
14542,335,33,screen,2025-04-11,
14543,2130,236,reject,2025-04-11,4.0
14544,4589,230,offer,2025-04-11,
14545,3016,271,hire,2025-04-12,2.0
14546,4233,308,screen,2025-04-12,
14547,4952,279,interview,2025-04-12,3.0
14548,360,56,application,2025-04-12,
14549,4671,88,screen,2025-04-12,3.0
14550,3505,88,screen,2025-04-12,
14551,4641,251,interview,2025-04-12,4.0
14552,1624,212,screen,2025-04-12,4.0
14553,135,87,interview,2025-04-12,
14554,4910,169,application,2025-04-12,
14555,4967,249,screen,2025-04-12,
14556,3162,261,offer,2025-04-12,4.0
14557,3247,314,hire,2025-04-12,2.0
14558,1289,290,application,2025-04-12,5.0
14559,3855,474,hire,2025-04-12,3.0
14560,809,341,screen,2025-04-12,
14561,4955,411,interview,2025-04-12,
14562,118,128,hire,2025-04-12,2.0
14563,2689,333,application,2025-04-12,5.0
14564,4520,109,application,2025-04-12,
14565,649,84,screen,2025-04-12,3.0
14566,4332,221,application,2025-04-12,
14567,1392,49,application,2025-04-12,3.0
14568,2457,145,screen,2025-04-12,1.0
14569,2769,257,screen,2025-04-12,3.0
14570,3070,326,application,2025-04-12,2.0
14571,1258,81,screen,2025-04-12,
14572,2600,201,application,2025-04-12,
14573,3593,243,hire,2025-04-12,
14574,31,278,application,2025-04-12,4.0
14575,2847,33,reject,2025-04-12,
14576,3169,240,screen,2025-04-12,2.0
14577,4292,128,screen,2025-04-12,3.0
14578,4990,84,interview,2025-04-12,
14579,1275,370,screen,2025-04-12,2.0
14580,2755,348,application,2025-04-12,4.0
14581,1795,446,reject,2025-04-12,
14582,2823,171,application,2025-04-12,3.0
14583,704,228,application,2025-04-12,
14584,3337,257,application,2025-04-12,2.0
14585,4302,72,offer,2025-04-12,5.0
14586,563,413,interview,2025-04-12,
14587,4804,452,application,2025-04-12,3.0
14588,2944,45,application,2025-04-12,
14589,3161,413,hire,2025-04-12,
14590,2960,391,hire,2025-04-12,5.0
14591,2073,330,screen,2025-04-12,
14592,2881,121,application,2025-04-12,
14593,3325,100,screen,2025-04-12,3.0
14594,4434,474,screen,2025-04-12,
14595,589,187,application,2025-04-12,
14596,3258,60,interview,2025-04-12,2.0
14597,1947,336,interview,2025-04-12,
14598,3960,2,application,2025-04-12,
14599,4857,346,reject,2025-04-12,5.0
14600,3313,34,screen,2025-04-12,
14601,1164,435,application,2025-04-12,
14602,4906,461,interview,2025-04-12,4.0
14603,52,373,application,2025-04-12,5.0
14604,2164,462,application,2025-04-12,2.0
14605,1972,227,screen,2025-04-12,2.0
14606,417,303,application,2025-04-12,4.0
14607,960,235,screen,2025-04-12,2.0
14608,3721,290,interview,2025-04-12,
14609,2065,126,screen,2025-04-12,
14610,1191,461,application,2025-04-12,5.0
14611,2469,483,interview,2025-04-12,
14612,4194,46,interview,2025-04-12,
14613,2221,70,application,2025-04-12,5.0
14614,236,490,application,2025-04-12,2.0
14615,888,398,hire,2025-04-12,5.0
14616,1496,122,screen,2025-04-12,
14617,2770,100,interview,2025-04-12,4.0
14618,3889,190,application,2025-04-12,3.0
14619,4211,293,application,2025-04-12,3.0
14620,622,430,application,2025-04-12,
14621,4203,128,screen,2025-04-12,2.0
14622,1308,181,offer,2025-04-12,3.0
14623,3913,385,reject,2025-04-12,
14624,3493,418,interview,2025-04-12,
14625,1692,451,interview,2025-04-12,3.0
14626,1393,410,application,2025-04-12,3.0
14627,1524,223,reject,2025-04-12,
14628,1717,270,application,2025-04-12,
14629,37,387,application,2025-04-12,
14630,2797,444,application,2025-04-12,
14631,1911,410,application,2025-04-12,4.0
14632,1873,276,application,2025-04-12,4.0
14633,2779,14,screen,2025-04-12,3.0
14634,536,111,interview,2025-04-12,4.0
14635,4593,454,screen,2025-04-12,4.0
14636,2779,42,application,2025-04-12,4.0
14637,4544,41,offer,2025-04-12,3.0
14638,2704,111,hire,2025-04-12,3.0
14639,782,28,offer,2025-04-12,5.0
14640,343,352,reject,2025-04-12,2.0
14641,1180,209,application,2025-04-12,
14642,3926,366,application,2025-04-12,5.0
14643,2196,167,application,2025-04-12,5.0
14644,3815,486,reject,2025-04-12,
14645,271,390,screen,2025-04-12,3.0
14646,1002,281,interview,2025-04-12,
14647,4870,420,application,2025-04-12,
14648,1691,146,application,2025-04-12,4.0
14649,3959,119,offer,2025-04-12,
14650,4913,413,screen,2025-04-12,
14651,704,486,hire,2025-04-12,3.0
14652,2354,177,reject,2025-04-12,4.0
14653,3244,188,hire,2025-04-12,2.0
14654,4040,288,application,2025-04-12,3.0
14655,4485,439,hire,2025-04-12,3.0
14656,895,435,reject,2025-04-12,4.0
14657,1013,13,application,2025-04-12,2.0
14658,4610,70,reject,2025-04-12,
14659,1403,203,screen,2025-04-12,4.0
14660,1127,387,screen,2025-04-12,3.0
14661,2256,371,application,2025-04-12,3.0
14662,886,285,application,2025-04-12,
14663,3473,453,reject,2025-04-12,3.0
14664,3346,40,application,2025-04-12,
14665,1605,302,interview,2025-04-12,4.0
14666,2648,115,application,2025-04-12,
14667,368,147,application,2025-04-12,
14668,2353,311,application,2025-04-12,
14669,1606,166,application,2025-04-12,
14670,3677,408,application,2025-04-12,4.0
14671,1385,444,interview,2025-04-12,3.0
14672,2531,138,offer,2025-04-12,
14673,1407,164,interview,2025-04-12,
14674,2622,274,screen,2025-04-12,4.0
14675,4439,117,offer,2025-04-12,4.0
14676,229,467,interview,2025-04-12,2.0
14677,4596,143,application,2025-04-12,1.0
14678,1993,430,reject,2025-04-12,
14679,2617,84,interview,2025-04-12,4.0
14680,2367,331,screen,2025-04-12,3.0
14681,1138,38,interview,2025-04-12,
14682,4090,201,screen,2025-04-12,
14683,3904,53,screen,2025-04-12,4.0
14684,3236,288,hire,2025-04-12,1.0
14685,2898,463,screen,2025-04-12,5.0
14686,52,195,application,2025-04-12,
14687,3192,305,reject,2025-04-12,4.0
14688,1261,114,interview,2025-04-12,1.0
14689,3998,297,application,2025-04-13,
14690,95,215,offer,2025-04-13,
14691,1830,369,application,2025-04-13,
14692,421,205,application,2025-04-13,2.0
14693,1719,346,screen,2025-04-13,3.0
14694,866,496,application,2025-04-13,2.0
14695,197,208,interview,2025-04-13,4.0
14696,4651,3,screen,2025-04-13,
14697,4545,221,application,2025-04-13,
14698,4997,25,interview,2025-04-13,4.0
14699,961,252,application,2025-04-13,
14700,1577,300,offer,2025-04-13,
14701,1653,122,reject,2025-04-13,
14702,389,319,hire,2025-04-13,1.0
14703,1248,311,screen,2025-04-13,
14704,594,39,interview,2025-04-13,4.0
14705,3868,159,hire,2025-04-13,4.0
14706,3668,238,application,2025-04-13,2.0
14707,522,216,application,2025-04-13,
14708,725,366,application,2025-04-13,1.0
14709,412,50,screen,2025-04-13,5.0
14710,3294,244,screen,2025-04-13,
14711,345,195,reject,2025-04-13,5.0
14712,2663,57,interview,2025-04-13,3.0
14713,4755,126,offer,2025-04-13,4.0
14714,1320,157,application,2025-04-13,
14715,4038,441,application,2025-04-13,4.0
14716,2205,204,application,2025-04-13,2.0
14717,2754,494,reject,2025-04-13,
14718,1803,349,interview,2025-04-13,
14719,1588,221,hire,2025-04-13,5.0
14720,4132,170,reject,2025-04-13,
14721,644,383,screen,2025-04-13,4.0
14722,4448,148,screen,2025-04-13,1.0
14723,1662,493,application,2025-04-13,3.0
14724,3666,269,screen,2025-04-13,2.0
14725,192,206,interview,2025-04-13,4.0
14726,1899,105,screen,2025-04-13,
14727,4180,48,application,2025-04-13,
14728,750,56,screen,2025-04-13,3.0
14729,2087,372,application,2025-04-13,1.0
14730,2624,323,application,2025-04-13,
14731,474,153,screen,2025-04-13,4.0
14732,3206,190,application,2025-04-13,2.0
14733,1842,55,interview,2025-04-13,
14734,1947,294,application,2025-04-13,
14735,391,257,screen,2025-04-13,4.0
14736,1569,299,screen,2025-04-13,
14737,3824,461,reject,2025-04-13,3.0
14738,2808,120,offer,2025-04-13,
14739,978,333,screen,2025-04-13,1.0
14740,853,414,reject,2025-04-13,3.0
14741,654,104,screen,2025-04-13,
14742,1268,229,application,2025-04-13,4.0
14743,4012,490,screen,2025-04-13,
14744,1006,253,application,2025-04-13,
14745,593,72,application,2025-04-13,4.0
14746,621,386,application,2025-04-13,5.0
14747,3667,377,screen,2025-04-13,2.0
14748,4725,448,screen,2025-04-13,4.0
14749,3821,475,screen,2025-04-13,3.0
14750,2603,310,application,2025-04-13,
14751,4239,382,hire,2025-04-13,
14752,1246,196,hire,2025-04-13,5.0
14753,3674,331,interview,2025-04-13,
14754,262,134,screen,2025-04-13,
14755,3217,367,interview,2025-04-13,3.0
14756,1621,487,application,2025-04-13,
14757,933,207,application,2025-04-13,5.0
14758,4934,53,screen,2025-04-13,
14759,4044,202,application,2025-04-13,4.0
14760,4110,398,screen,2025-04-13,4.0
14761,953,74,application,2025-04-13,4.0
14762,2373,55,application,2025-04-13,
14763,2788,17,screen,2025-04-13,4.0
14764,3487,33,screen,2025-04-13,4.0
14765,2711,76,interview,2025-04-13,4.0
14766,4210,393,screen,2025-04-13,3.0
14767,4782,390,application,2025-04-13,3.0
14768,3231,19,interview,2025-04-13,5.0
