candidate_id,age,gender,degree,seniority,experience_years,current_salary,city,skills_count
1269,26,Male,Associate,Mid,5.8,103167.0,New York,7
1270,43,Male,Master,Mid,7.7,86110.0,Los Angeles,4
1271,35,Male,PhD,Mid,8.8,76380.0,New York,6
1272,42,Male,Bachelor,Mid,8.7,90161.0,Austin,8
1273,36,Female,PhD,Entry,2.2,40845.0,Remote,6
1274,33,Male,Bachelor,Entry,4.9,39772.0,Seattle,6
1275,22,Female,Bachelor,Mid,4.4,71022.0,New York,5
1276,27,Female,Bachelor,Mid,4.6,88426.0,Chicago,4
1277,41,Female,Master,Senior,10.7,81400.0,Chicago,4
1278,36,Female,Master,Mid,5.8,84832.0,Atlanta,4
1279,31,Male,Bachelor,Junior,0.9,80386.0,San Francisco,5
1280,22,Male,High School,Entry,1.5,54258.0,Boston,2
1281,26,Male,Bachelor,Junior,4.2,90842.0,Atlanta,5
1282,35,Male,Master,Mid,5.0,78276.0,Seattle,4
1283,32,Female,Bachelor,Mid,0.9,99786.0,Chicago,6
1284,34,Male,Bachelor,Mid,7.5,78809.0,San Francisco,4
1285,22,Non-binary,Bachelor,Junior,3.4,69067.0,Seattle,2
1286,22,Female,Bachelor,Junior,3.5,70713.0,Remote,8
1287,22,Female,Master,Entry,0.5,34281.0,New York,5
1288,38,Female,Bachelor,Mid,7.9,100670.0,New York,8
1289,27,Female,Master,Junior,4.9,82810.0,Los Angeles,5
1290,24,Male,Bachelor,Junior,3.0,63636.0,Atlanta,5
1291,41,Female,Bachelor,Mid,8.0,,Austin,7
1292,31,Female,Master,Entry,0.0,52142.0,Denver,4
1293,26,Male,Master,Mid,6.2,70208.0,Remote,4
1294,40,Male,High School,Junior,2.6,64309.0,Remote,7
1295,36,Female,PhD,Mid,5.4,78485.0,Chicago,7
1296,22,Male,High School,Entry,1.9,51601.0,Los Angeles,7
1297,22,Male,Bachelor,Mid,4.7,73637.0,New York,4
1298,37,Male,Bachelor,Mid,6.6,106304.0,Chicago,7
1299,29,Female,Master,Entry,0.0,54029.0,Boston,5
1300,27,Female,Master,Entry,5.2,50798.0,Denver,10
1301,28,Female,Bachelor,Mid,6.8,78001.0,Denver,8
1302,29,Male,Bachelor,Senior,8.3,92261.0,Remote,6
1303,46,Male,Bachelor,Executive,14.7,190885.0,Remote,9
1304,53,Female,Master,Entry,4.8,45822.0,San Francisco,2
1305,31,Male,Master,Junior,3.5,82345.0,Seattle,6
1306,24,Female,Master,Entry,1.3,58467.0,Seattle,4
1307,34,Female,Bachelor,Entry,1.0,46689.0,Seattle,5
1308,30,Male,Bachelor,Entry,0.4,49634.0,Atlanta,4
1309,23,Male,Bachelor,Entry,2.7,43773.0,Chicago,4
1310,28,Male,Master,Mid,5.4,58583.0,Seattle,7
1311,22,Male,High School,Senior,10.9,132961.0,Atlanta,4
1312,23,Female,PhD,Executive,17.2,150880.0,San Francisco,5
1313,40,Female,Bachelor,Senior,11.4,82898.0,Austin,4
1314,24,Male,Master,Senior,9.5,82864.0,San Francisco,5
1315,25,Female,Bachelor,Senior,13.3,100201.0,Seattle,3
1316,28,Male,Master,Senior,8.0,135965.0,Chicago,6
1317,22,Female,Master,Mid,9.6,93529.0,New York,9
1318,37,Male,Bachelor,Executive,16.1,182957.0,Seattle,3
1319,30,Male,Bachelor,Senior,,80658.0,Seattle,4
1320,37,Female,Bachelor,Junior,1.5,53706.0,Atlanta,7
1321,38,Female,Master,Mid,10.0,95053.0,Boston,8
1322,27,Female,Bachelor,Junior,7.4,60608.0,Los Angeles,7
1323,27,Female,Bachelor,Junior,5.0,81764.0,New York,6
1324,26,Male,High School,Mid,10.5,76146.0,Denver,6
1325,25,Male,Bachelor,Entry,1.0,47893.0,Los Angeles,5
1326,38,Female,Bachelor,Entry,3.4,53216.0,Seattle,6
1327,22,Female,Bachelor,Mid,5.4,65828.0,Austin,8
1328,43,Female,Bachelor,Mid,6.1,81084.0,Seattle,7
1329,27,Male,Master,Entry,0.5,47012.0,Austin,5
1330,31,Male,Master,Mid,1.6,79980.0,Seattle,6
1331,44,Female,PhD,Executive,16.0,150964.0,Denver,6
1332,38,Female,Master,Entry,2.9,47131.0,Boston,5
1333,30,Female,High School,Executive,13.6,121056.0,New York,5
1334,44,Female,Bachelor,Mid,6.6,106717.0,Chicago,6
1335,22,Female,Bachelor,Entry,0.0,38543.0,Boston,9
1336,29,Female,Master,Mid,6.7,91935.0,Denver,5
1337,22,Female,Bachelor,Entry,1.0,56248.0,Seattle,4
1338,23,Male,Bachelor,Mid,6.2,66227.0,Austin,11
1339,30,Female,Bachelor,Junior,2.0,65994.0,Denver,7
1340,33,Male,Master,Mid,7.1,105871.0,San Francisco,9
1341,36,Male,Bachelor,Junior,3.7,54679.0,Seattle,8
1342,28,Female,PhD,Mid,7.8,70616.0,New York,8
1343,26,Male,Bachelor,Entry,0.0,45611.0,Austin,6
1344,27,Female,Bachelor,Entry,3.4,45322.0,Seattle,6
1345,37,Male,Master,Mid,3.2,,San Francisco,3
1346,24,Female,Associate,Junior,1.4,57485.0,Denver,5
1347,30,Female,Bachelor,Mid,4.1,95939.0,San Francisco,8
1348,38,Female,Master,Entry,0.0,61073.0,Los Angeles,8
1349,23,Non-binary,PhD,Senior,10.7,83834.0,Austin,4
1350,35,Female,Bachelor,Mid,4.9,78780.0,San Francisco,7
1351,22,Male,Master,Executive,16.1,178393.0,Seattle,3
1352,41,Male,Bachelor,Entry,3.0,46348.0,New York,4
1353,30,Male,Master,Entry,2.8,37076.0,Denver,6
1354,30,Female,High School,Executive,16.6,152056.0,New York,6
1355,30,Male,Bachelor,Mid,5.5,87118.0,New York,6
1356,33,Male,Bachelor,Senior,9.6,94152.0,Austin,7
1357,31,Female,PhD,Entry,0.0,52363.0,Remote,8
1358,40,Female,Master,Senior,9.6,104255.0,San Francisco,4
1359,26,Male,Master,Senior,8.0,120431.0,Boston,6
1360,38,Female,PhD,Junior,5.4,69912.0,New York,4
1361,29,Female,PhD,Junior,0.3,60335.0,Austin,5
1362,35,Male,Bachelor,Entry,2.4,46460.0,Austin,4
1363,36,Female,Master,Senior,12.8,102864.0,Los Angeles,8
1364,22,Male,Bachelor,Junior,4.5,54962.0,Denver,3
1365,40,Female,High School,Junior,3.1,98682.0,New York,7
1366,34,Male,Bachelor,Entry,0.0,45309.0,Atlanta,4
1367,40,Female,High School,Senior,10.7,95037.0,San Francisco,5
1368,23,Female,High School,Senior,11.6,92786.0,Boston,1
1369,22,Male,Bachelor,Mid,6.8,74475.0,Denver,1
1370,29,Female,PhD,Senior,8.1,110845.0,Atlanta,5
1371,36,Male,Associate,Executive,11.6,187587.0,San Francisco,4
1372,29,Female,High School,Executive,17.4,135622.0,Boston,4
1373,28,Female,Associate,Executive,9.9,145767.0,Los Angeles,4
1374,38,Non-binary,Bachelor,Entry,2.8,47166.0,Remote,5
1375,36,Female,Master,Junior,5.3,63847.0,Denver,5
1376,27,Female,High School,Mid,5.1,91319.0,Boston,10
1377,40,Male,Master,Mid,5.8,94817.0,Seattle,3
1378,45,Male,Bachelor,Mid,8.2,96366.0,New York,2
1379,24,Female,Bachelor,Mid,,67143.0,Seattle,7
1380,42,Male,Bachelor,Entry,1.7,52114.0,San Francisco,7
1381,40,Male,Bachelor,Mid,5.0,80870.0,Atlanta,3
1382,34,Male,Bachelor,Entry,0.0,55192.0,San Francisco,5
1383,41,Female,Associate,Mid,,75526.0,San Francisco,4
1384,33,Female,Bachelor,Junior,1.2,59523.0,San Francisco,9
1385,34,Female,Master,Junior,2.6,65247.0,Atlanta,7
1386,36,Female,PhD,Senior,,104547.0,Seattle,9
1387,34,Male,Master,Junior,,58700.0,Remote,5
1388,22,Female,Master,Mid,6.6,92454.0,Austin,9
1389,30,Female,Master,Senior,9.1,123635.0,Boston,5
1390,25,Female,Master,Senior,11.6,82845.0,San Francisco,4
1391,33,Female,Bachelor,Senior,10.7,120588.0,Remote,3
1392,35,Male,Bachelor,Junior,2.2,34883.0,Chicago,9
1393,39,Female,Master,Entry,3.1,45436.0,Denver,5
1394,32,Male,Master,Senior,,106331.0,Remote,6
1395,38,Non-binary,Associate,Junior,2.2,57221.0,Austin,2
1396,28,Male,Bachelor,Senior,6.5,80883.0,Chicago,5
1397,22,Non-binary,Bachelor,Entry,1.0,50998.0,Austin,6
1398,37,Male,Master,Junior,2.8,69339.0,Chicago,4
1399,22,Male,Bachelor,Senior,10.4,113410.0,Boston,4
1400,32,Male,Master,Senior,12.1,113518.0,New York,2
1401,22,Female,Bachelor,Senior,8.1,129789.0,San Francisco,4
1402,39,Male,Master,Mid,6.4,79051.0,San Francisco,5
1403,24,Female,Master,Mid,6.7,55148.0,Denver,6
1404,40,Female,Bachelor,Mid,8.4,87085.0,Denver,4
1405,31,Male,Master,Mid,6.0,85194.0,Boston,8
1406,26,Female,Master,Mid,3.3,93325.0,Austin,7
1407,22,Female,Master,Junior,0.4,64770.0,San Francisco,4
1408,40,Female,Master,Junior,4.3,65571.0,Chicago,5
1409,33,Female,Bachelor,Mid,4.7,94223.0,Remote,1
1410,22,Female,Bachelor,Junior,2.4,83145.0,Los Angeles,5
1411,22,Female,Master,Entry,2.4,54372.0,Los Angeles,6
1412,25,Female,Associate,Mid,6.2,75574.0,Denver,4
1413,24,Female,Bachelor,Mid,4.2,88418.0,Denver,3
1414,38,Female,Bachelor,Senior,8.2,88543.0,San Francisco,6
1415,40,Male,Bachelor,Senior,8.7,92259.0,Austin,4
1416,28,Female,Master,Entry,7.2,63120.0,Remote,10
1417,36,Male,Master,Executive,16.9,,San Francisco,8
1418,40,Female,Master,Mid,7.9,65419.0,New York,6
1419,35,Female,Bachelor,Senior,12.6,126348.0,Chicago,2
1420,35,Female,Bachelor,Mid,8.3,79989.0,Atlanta,6
1421,30,Male,Associate,Entry,1.5,51398.0,Austin,3
1422,37,Female,Master,Entry,3.1,47545.0,Atlanta,3
1423,38,Female,Master,Senior,8.1,104337.0,Remote,6
1424,22,Male,PhD,Entry,2.5,51689.0,Boston,3
1425,30,Male,PhD,Entry,2.7,62250.0,Los Angeles,9
1426,28,Female,Bachelor,Mid,5.0,74570.0,Atlanta,3
1427,23,Non-binary,Bachelor,Mid,5.1,79548.0,Denver,4
1428,22,Female,Bachelor,Mid,6.8,86605.0,Seattle,4
1429,25,Male,PhD,Entry,1.7,39951.0,Austin,6
1430,34,Male,Bachelor,Entry,5.0,62477.0,Remote,1
1431,28,Male,Bachelor,Entry,1.4,54749.0,New York,3
1432,22,Female,Master,Entry,0.0,69552.0,Austin,5
1433,50,Male,Associate,Junior,6.5,60251.0,Denver,3
1434,40,Female,Master,Executive,16.4,151015.0,Seattle,5
1435,29,Male,PhD,Mid,4.4,82527.0,Seattle,4
1436,22,Female,Bachelor,Junior,3.2,62471.0,San Francisco,4
1437,27,Female,Bachelor,Executive,14.4,159362.0,Atlanta,4
1438,32,Female,Bachelor,Junior,0.7,57244.0,Denver,4
1439,36,Male,Bachelor,Entry,2.2,57898.0,New York,2
1440,41,Female,Bachelor,Junior,2.2,,Denver,7
1441,34,Male,PhD,Executive,16.2,141068.0,Austin,4
1442,25,Male,Bachelor,Senior,11.8,86487.0,Chicago,5
1443,22,Female,Bachelor,Entry,0.1,66791.0,Remote,5
1444,31,Male,Bachelor,Mid,8.1,86280.0,Boston,6
1445,28,Female,Bachelor,Junior,5.9,,Atlanta,4
1446,22,Male,Associate,Senior,11.3,108771.0,Chicago,4
1447,30,Female,PhD,Junior,,62529.0,Chicago,5
1448,28,Female,Master,Executive,12.0,160634.0,Atlanta,4
1449,34,Male,Associate,Executive,15.7,159584.0,Austin,3
1450,27,Male,Associate,Junior,0.0,81285.0,Denver,2
1451,29,Female,Bachelor,Junior,0.0,69188.0,Seattle,6
1452,22,Female,Master,Junior,5.8,62373.0,San Francisco,4
1453,22,Male,Associate,Mid,4.7,77833.0,Denver,3
1454,25,Female,Master,Junior,2.3,56926.0,Chicago,7
1455,40,Male,Master,Junior,3.9,54239.0,New York,8
1456,36,Female,Master,Senior,9.7,145794.0,Remote,6
1457,35,Male,Bachelor,Executive,15.5,168333.0,Austin,5
1458,26,Male,Bachelor,Junior,2.9,70037.0,Austin,6
1459,44,Male,Bachelor,Senior,11.9,86688.0,Seattle,4
1460,24,Female,Master,Mid,2.4,77508.0,Denver,10
1461,33,Male,Bachelor,Junior,0.3,68355.0,San Francisco,9
1462,30,Female,Bachelor,Senior,9.9,89482.0,Austin,6
1463,33,Female,Bachelor,Mid,5.1,86060.0,Atlanta,7
1464,32,Male,PhD,Junior,2.9,77529.0,Los Angeles,5
1465,39,Female,Bachelor,Senior,9.9,94308.0,Chicago,8
1466,38,Male,Master,Mid,8.1,88728.0,New York,5
1467,43,Male,Master,Junior,3.2,70129.0,New York,6
1468,32,Female,Master,Mid,7.8,94498.0,Seattle,1
1469,32,Male,Bachelor,Senior,6.1,,Boston,4
1470,31,Female,PhD,Entry,0.0,42876.0,Seattle,4
1471,23,Male,PhD,Mid,7.0,89971.0,Seattle,2
1472,23,Non-binary,High School,Junior,1.2,80481.0,Austin,2
1473,51,Female,Master,Senior,11.8,95712.0,Seattle,7
1474,22,Male,Bachelor,Executive,13.7,143665.0,New York,8
1475,35,Male,PhD,Entry,2.7,42142.0,Boston,3
1476,46,Female,Bachelor,Junior,3.5,64576.0,Boston,4
1477,35,Female,Bachelor,Mid,6.0,95921.0,Austin,6
1478,28,Female,Bachelor,Mid,6.6,98150.0,San Francisco,2
1479,26,Female,Master,Entry,0.0,59207.0,Seattle,5
1480,33,Female,Bachelor,Mid,3.5,82273.0,Atlanta,3
1481,29,Female,Master,Junior,5.6,55225.0,Chicago,8
1482,22,Female,Bachelor,Mid,4.0,93468.0,Chicago,2
1483,40,Female,Bachelor,Mid,6.2,83635.0,Austin,10
1484,30,Male,Master,Executive,16.6,148872.0,Denver,4
1485,36,Female,Master,Mid,4.9,84874.0,Austin,4
1486,26,Male,Bachelor,Junior,4.9,64782.0,Boston,9
1487,29,Female,Bachelor,Entry,0.0,44664.0,San Francisco,9
1488,40,Non-binary,Bachelor,Entry,4.0,47099.0,Atlanta,3
1489,23,Male,Bachelor,Junior,3.8,64222.0,Los Angeles,5
1490,26,Female,PhD,Junior,3.4,66972.0,Denver,4
1491,27,Male,Bachelor,Executive,16.2,117977.0,Seattle,2
1492,43,Female,High School,Mid,4.9,74771.0,Denver,4
1493,37,Male,Bachelor,Mid,7.8,79327.0,Austin,7
1494,29,Female,Bachelor,Entry,,62687.0,San Francisco,5
1495,39,Male,Master,Senior,11.1,99509.0,Austin,4
1496,22,Female,PhD,Executive,17.7,154672.0,Los Angeles,7
1497,35,Male,Bachelor,Entry,0.0,54253.0,Chicago,6
1498,48,Female,Bachelor,Mid,8.4,93154.0,Austin,1
1499,30,Female,Associate,Junior,4.2,83367.0,Los Angeles,2
1500,26,Male,Master,Executive,15.7,149143.0,Boston,4
1501,29,Female,Bachelor,Mid,3.9,77237.0,Seattle,5
1502,33,Male,Bachelor,Mid,7.0,60779.0,Denver,4
1503,30,Male,Bachelor,Mid,3.7,70258.0,Chicago,7
1504,38,Male,Bachelor,Senior,8.0,,Seattle,4
1505,29,Male,Master,Junior,,50532.0,Los Angeles,4
1506,23,Male,Master,Junior,1.4,47421.0,San Francisco,8
1507,39,Female,Bachelor,Mid,9.2,97776.0,New York,5
1508,30,Male,Associate,Junior,4.1,69617.0,Los Angeles,5
1509,22,Male,Associate,Entry,2.4,43126.0,Los Angeles,3
1510,41,Female,Bachelor,Entry,0.0,52510.0,Denver,2
1511,33,Female,Master,Mid,,98097.0,Los Angeles,3
1512,24,Female,PhD,Junior,2.5,78373.0,Boston,5
1513,39,Male,Bachelor,Junior,2.4,67792.0,Boston,6
1514,32,Female,Bachelor,Entry,2.9,33882.0,New York,6
1515,34,Male,Bachelor,Mid,7.9,95139.0,New York,2
1516,30,Male,Bachelor,Mid,4.1,81970.0,Boston,4
1517,27,Non-binary,Bachelor,Mid,9.0,83524.0,San Francisco,4
1518,35,Female,High School,Junior,,60527.0,Denver,4
1519,22,Male,Bachelor,Entry,0.0,57162.0,San Francisco,6
1520,31,Male,Bachelor,Entry,0.3,53846.0,Denver,6
1521,32,Male,Bachelor,Junior,0.4,68315.0,Chicago,5
1522,24,Female,PhD,Mid,10.4,101418.0,San Francisco,4
1523,49,Female,Bachelor,Entry,1.6,55609.0,New York,5
1524,37,Male,Master,Mid,3.8,,New York,6
1525,25,Female,PhD,Senior,11.8,141306.0,Austin,1
1526,26,Male,Master,Mid,5.2,84034.0,Austin,1
1527,27,Male,Bachelor,Executive,14.5,162369.0,Atlanta,3
1528,22,Female,Master,Mid,4.1,55116.0,Boston,6
1529,44,Male,Master,Junior,4.3,41865.0,Seattle,5
1530,27,Female,Master,Executive,17.0,156945.0,New York,1
1531,22,Non-binary,Master,Senior,7.8,112562.0,Chicago,7
1532,28,Male,High School,Mid,4.9,103269.0,Seattle,8
1533,50,Female,Master,Senior,,108447.0,Seattle,6
1534,25,Male,Bachelor,Entry,1.5,52434.0,New York,6
1535,36,Female,Master,Entry,0.0,51793.0,Atlanta,4
1536,31,Female,Master,Senior,8.9,83651.0,Austin,8
1537,31,Non-binary,Master,Senior,10.0,78423.0,Boston,5
1538,31,Female,Associate,Mid,5.3,101129.0,Denver,3
1539,22,Male,Master,Executive,13.5,145238.0,Atlanta,2
1540,40,Male,Master,Mid,8.7,97454.0,Remote,8
1541,40,Female,Master,Entry,1.1,51495.0,Los Angeles,3
1542,40,Female,Master,Entry,2.3,52537.0,Remote,3
1543,26,Female,Master,Senior,9.2,123033.0,Denver,4
1544,24,Non-binary,Bachelor,Entry,1.5,53053.0,Remote,5
1545,41,Male,Master,Senior,7.9,100759.0,San Francisco,1
1546,33,Male,Bachelor,Senior,10.0,114359.0,Seattle,9
1547,24,Female,Bachelor,Senior,7.2,99670.0,San Francisco,4
1548,37,Male,Master,Entry,1.3,52877.0,Denver,7
1549,36,Male,Bachelor,Executive,15.7,162626.0,Remote,6
1550,44,Female,Bachelor,Mid,7.1,45175.0,Atlanta,4
1551,22,Male,PhD,Mid,5.3,89435.0,Los Angeles,4
1552,24,Female,Master,Mid,,54161.0,Austin,3
1553,41,Female,Bachelor,Executive,18.6,142484.0,Boston,2
1554,22,Female,Bachelor,Junior,2.2,45598.0,San Francisco,3
1555,27,Male,Associate,Mid,9.5,81841.0,Denver,3
1556,23,Female,Master,Junior,4.4,68615.0,Boston,3
1557,22,Male,Associate,Executive,,153221.0,Seattle,7
1558,34,Male,Master,Junior,6.0,46037.0,Chicago,2
1559,32,Male,Bachelor,Entry,2.5,44673.0,Seattle,5
1560,27,Female,PhD,Mid,6.8,109983.0,Austin,1
1561,44,Female,Master,Senior,10.5,116897.0,Atlanta,6
1562,42,Male,Bachelor,Junior,3.6,66996.0,San Francisco,3
1563,32,Male,Bachelor,Senior,10.0,134923.0,Los Angeles,4
1564,27,Female,Bachelor,Entry,0.0,54378.0,Denver,6
1565,47,Male,Bachelor,Mid,7.0,94480.0,Seattle,9
1566,26,Male,High School,Mid,7.8,90901.0,New York,5
1567,38,Male,Bachelor,Entry,4.2,41911.0,Austin,1
1568,30,Female,Bachelor,Junior,4.8,58499.0,San Francisco,7
1569,22,Female,Master,Mid,6.8,93326.0,Atlanta,6
1570,22,Male,PhD,Entry,3.8,49892.0,Austin,8
1571,23,Female,Bachelor,Entry,0.0,35280.0,New York,2
1572,37,Non-binary,Master,Mid,0.6,82930.0,Boston,6
1573,26,Male,Master,Junior,,65685.0,Austin,5
1574,36,Female,Bachelor,Mid,4.9,81508.0,New York,6
1575,24,Female,Bachelor,Junior,0.7,67646.0,Atlanta,4
1576,31,Male,Bachelor,Mid,7.4,58771.0,Austin,4
1577,41,Female,Bachelor,Junior,3.7,60470.0,Boston,8
1578,23,Male,Bachelor,Mid,1.7,76973.0,Remote,5
1579,39,Male,Master,Mid,7.7,70313.0,San Francisco,4
1580,50,Female,Bachelor,Mid,8.5,80040.0,Chicago,4
1581,26,Female,Associate,Mid,6.5,67966.0,Remote,6
1582,35,Male,Bachelor,Mid,5.0,79402.0,Chicago,4
1583,34,Male,Master,Entry,3.2,58510.0,New York,5
1584,45,Female,Bachelor,Mid,3.5,72721.0,Los Angeles,7
1585,22,Female,Bachelor,Executive,14.0,152617.0,New York,5
1586,33,Male,Bachelor,Mid,5.9,84180.0,Austin,9
1587,29,Non-binary,High School,Mid,6.9,81022.0,New York,8
1588,28,Male,Associate,Executive,12.3,157157.0,Austin,1
1589,42,Female,Bachelor,Junior,1.5,66373.0,New York,2
1590,36,Female,Bachelor,Entry,0.0,63231.0,Seattle,8
1591,29,Female,Associate,Junior,4.3,64790.0,Los Angeles,6
1592,37,Male,Master,Junior,2.4,45437.0,Atlanta,3
1593,34,Male,Master,Junior,1.9,57486.0,San Francisco,7
1594,32,Male,Master,Mid,2.4,68277.0,Denver,5
1595,23,Female,High School,Mid,3.3,79744.0,Remote,6
1596,34,Male,Bachelor,Senior,12.3,114619.0,Boston,7
1597,33,Male,Associate,Mid,8.0,84048.0,Seattle,3
1598,22,Male,Master,Mid,3.1,70399.0,Denver,4
1599,33,Male,Master,Mid,,97938.0,Chicago,4
1600,34,Female,Master,Mid,4.7,88364.0,New York,5
1601,28,Female,PhD,Mid,3.8,67882.0,San Francisco,4
1602,36,Female,Master,Entry,0.0,47886.0,Denver,1
1603,30,Male,PhD,Mid,6.0,83004.0,New York,4
1604,30,Male,Bachelor,Mid,6.3,92292.0,Austin,8
1605,35,Female,Associate,Senior,11.6,121104.0,San Francisco,6
1606,22,Female,Master,Mid,6.2,88771.0,San Francisco,6
1607,28,Female,Master,Junior,2.4,57924.0,Austin,2
1608,35,Male,Master,Junior,5.5,53984.0,Atlanta,4
1609,33,Male,Master,Senior,,120310.0,Atlanta,6
1610,23,Female,Bachelor,Mid,6.3,98189.0,Austin,6
1611,25,Male,Bachelor,Junior,3.8,71708.0,San Francisco,5
1612,24,Female,Master,Entry,0.0,47038.0,Seattle,2
1613,36,Male,Associate,Mid,5.1,79127.0,Austin,5
1614,47,Male,Master,Executive,15.2,,Remote,9
1615,22,Male,Master,Entry,4.5,54584.0,Chicago,9
1616,41,Female,Bachelor,Mid,5.9,109545.0,San Francisco,7
1617,27,Female,High School,Mid,0.8,63033.0,Austin,7
1618,35,Male,Bachelor,Junior,3.9,72401.0,San Francisco,6
1619,38,Male,Master,Mid,5.7,80257.0,Denver,5
1620,45,Female,High School,Entry,0.0,53594.0,San Francisco,9
1621,24,Male,Bachelor,Entry,2.4,39484.0,San Francisco,5
1622,35,Female,Bachelor,Mid,5.1,98459.0,Boston,5
1623,27,Male,Bachelor,Mid,5.0,69131.0,Chicago,3
1624,24,Male,Bachelor,Junior,2.0,69767.0,New York,6
1625,22,Female,Bachelor,Senior,15.9,94549.0,Denver,2
1626,26,Female,High School,Senior,9.5,129387.0,New York,6
1627,22,Male,Bachelor,Senior,7.3,115734.0,Los Angeles,9
1628,22,Male,Master,Senior,7.9,100666.0,Chicago,2
1629,29,Male,Bachelor,Entry,2.6,53913.0,Boston,10
1630,31,Female,Bachelor,Entry,3.6,48896.0,Chicago,4
1631,32,Male,Associate,Mid,5.9,82812.0,Denver,6
1632,22,Female,Master,Mid,4.2,79820.0,Seattle,5
1633,30,Female,Bachelor,Entry,1.7,56343.0,Boston,7
1634,23,Female,Bachelor,Junior,8.5,60300.0,Austin,2
1635,38,Male,Master,Mid,5.4,84435.0,Seattle,1
1636,22,Female,Bachelor,Junior,2.2,50448.0,Austin,1
1637,44,Male,Master,Mid,5.8,70669.0,Austin,3
1638,31,Male,Associate,Mid,5.8,96920.0,New York,6
1639,22,Male,Bachelor,Junior,2.3,74470.0,San Francisco,3
1640,31,Male,Bachelor,Entry,,48375.0,Los Angeles,3
1641,40,Male,Master,Junior,,66852.0,Seattle,8
1642,27,Male,Master,Entry,0.0,52822.0,Boston,6
1643,27,Female,Bachelor,Junior,2.3,71575.0,Los Angeles,1
1644,35,Male,Master,Entry,1.1,35684.0,Austin,7
1645,41,Male,Bachelor,Senior,8.3,83216.0,San Francisco,8
1646,44,Female,Bachelor,Senior,8.9,90651.0,Chicago,2
1647,36,Female,Bachelor,Mid,6.8,73720.0,Atlanta,6
1648,39,Male,Bachelor,Mid,9.3,78132.0,Los Angeles,6
1649,40,Male,Bachelor,Junior,5.1,54367.0,Chicago,6
1650,36,Male,Associate,Mid,5.4,81392.0,Chicago,5
1651,25,Male,Bachelor,Mid,2.4,90988.0,San Francisco,6
1652,35,Female,Bachelor,Junior,2.4,69993.0,Denver,6
1653,31,Male,Bachelor,Junior,1.6,57429.0,Denver,2
1654,22,Female,High School,Mid,7.6,106271.0,Chicago,6
1655,26,Male,PhD,Senior,6.9,115255.0,Chicago,4
1656,32,Male,Bachelor,Entry,0.0,44710.0,New York,9
1657,38,Male,Master,Mid,1.0,104941.0,New York,6
1658,30,Female,Bachelor,Senior,11.3,94143.0,Austin,8
1659,32,Male,Associate,Senior,9.5,113100.0,Remote,10
1660,34,Male,Bachelor,Executive,15.9,173006.0,Los Angeles,5
1661,26,Female,Master,Senior,9.0,130005.0,Denver,3
1662,28,Female,Master,Entry,0.0,45583.0,Atlanta,5
1663,38,Male,Master,Entry,,49943.0,Seattle,3
1664,36,Male,Bachelor,Entry,0.0,60753.0,Seattle,6
1665,36,Female,Master,Mid,7.4,66720.0,Chicago,6
1666,50,Male,Master,Mid,11.0,87004.0,Boston,6
1667,22,Non-binary,Master,Junior,0.4,78484.0,Remote,8
1668,36,Male,PhD,Junior,,75987.0,Chicago,10
1669,32,Male,Master,Entry,0.0,57141.0,Chicago,9
1670,37,Male,Bachelor,Mid,4.1,,Austin,4
1671,31,Female,Associate,Junior,1.3,77230.0,Atlanta,2
1672,46,Female,Bachelor,Senior,11.6,84737.0,Chicago,4
1673,32,Female,Associate,Junior,3.1,63308.0,Boston,2
1674,33,Female,Bachelor,Entry,0.0,62906.0,Chicago,5
1675,31,Female,High School,Mid,10.1,87344.0,Chicago,7
1676,33,Male,Master,Junior,4.8,63265.0,Los Angeles,6
1677,22,Female,Bachelor,Executive,12.0,152316.0,Remote,3
1678,30,Male,Bachelor,Senior,7.0,109411.0,Boston,2
1679,32,Male,Bachelor,Mid,7.5,86422.0,Atlanta,4
1680,29,Male,Master,Senior,11.6,107519.0,San Francisco,5
1681,27,Male,Master,Senior,12.7,57189.0,Denver,6
1682,32,Male,Master,Mid,2.7,76326.0,New York,6
1683,35,Male,Bachelor,Junior,5.4,57892.0,Boston,1
1684,22,Female,Bachelor,Senior,10.7,115411.0,Austin,4
1685,27,Female,Bachelor,Entry,1.4,54845.0,Austin,12
1686,41,Male,Bachelor,Mid,3.8,93867.0,Seattle,5
1687,26,Male,Associate,Senior,,95172.0,Boston,6
1688,39,Female,PhD,Mid,5.7,88105.0,San Francisco,3
1689,33,Male,Master,Mid,7.9,58674.0,Boston,5
1690,22,Female,Bachelor,Mid,6.7,95269.0,New York,8
1691,34,Male,Master,Senior,10.7,90193.0,Austin,3
1692,30,Female,Bachelor,Mid,4.9,81018.0,Los Angeles,8
1693,30,Female,Associate,Mid,5.1,74020.0,Seattle,5
1694,31,Female,Master,Entry,0.8,57602.0,Denver,6
1695,47,Female,Master,Junior,3.0,71897.0,New York,2
1696,32,Female,Master,Senior,5.9,90938.0,Chicago,5
1697,32,Male,Bachelor,Junior,3.4,73896.0,Los Angeles,2
1698,31,Non-binary,Bachelor,Entry,2.3,59806.0,Atlanta,9
1699,29,Male,Bachelor,Senior,8.6,109575.0,Austin,5
1700,41,Female,Bachelor,Mid,4.5,84301.0,Los Angeles,7
1701,24,Male,Bachelor,Senior,12.4,126084.0,Los Angeles,6
1702,42,Male,Bachelor,Senior,10.5,120126.0,Remote,5
